,accuracy,auc,loss,val_accuracy,val_auc,val_loss
0,0.8617388010025024,0.9049248695373535,0.3852803707122803,0.8680555820465088,0.9396460652351379,0.3289940357208252
1,0.890625,0.9644750952720642,0.2645105719566345,0.8958333134651184,0.9776785373687744,0.24076910316944122
2,0.9021447896957397,0.9518335461616516,0.24882648885250092,0.8680555820465088,0.9340003728866577,0.3882735073566437
3,0.875,0.9596354961395264,0.2322644144296646,0.9166666865348816,0.884615421295166,0.432865709066391
4,0.9082726836204529,0.9577236771583557,0.23253481090068817,0.8819444179534912,0.9566847085952759,0.3074861168861389
5,0.828125,0.9113636016845703,0.5752055048942566,0.9375,0.998046875,0.15790621936321259
6,0.9170815944671631,0.9648458957672119,0.21076780557632446,0.8680555820465088,0.9387292265892029,0.42558735609054565
7,0.921875,0.9766213893890381,0.2085976004600525,0.8958333134651184,0.9648351669311523,0.21289022266864777
8,0.9157410860061646,0.9638345837593079,0.21313287317752838,0.8836805820465088,0.9555884599685669,0.271926611661911
9,0.921875,0.9824879169464111,0.16950026154518127,0.8541666865348816,0.9191304445266724,0.39396652579307556
10,0.9304863810539246,0.9718359112739563,0.18623507022857666,0.9010416865348816,0.9684412479400635,0.2415846437215805
11,0.90625,0.9625730514526367,0.27189695835113525,0.8541666865348816,0.9304348230361938,0.49288487434387207
12,0.9247415065765381,0.9725680947303772,0.18977849185466766,0.8489583134651184,0.968647837638855,0.35583585500717163
13,0.96875,0.9900000095367432,0.11571767926216125,0.8125,0.9348739385604858,0.35617080330848694
